id_sales,id_invoice,date_transaction,number_of_products,unit,currency,id_customer,level_customer,name_customer,id_branches,branch_city,id_distributor,customer_group,product_id,product_name,packaging,product_price,type_id,brand_id,brand_name,total_sales
59,IN6287,2030-01-22,16,BOTOL,IDR,CUST55391,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,336000
60,IN6102,2031-01-22,11,BOTOL,IDR,CUST55392,Company,APOTEK SINAR JAYA,CAB06,Bekasi,TA,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,187000
61,IN6102,2031-01-22,24,BOTOL,IDR,CUST55392,Company,APOTEK SINAR JAYA,CAB06,Bekasi,TA,Apotek,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,1552800
62,IN6301,2001-02-22,12,TABLET,IDR,CUST55393,Company,APOTEK SAHABAT,CAB07,Padang,EPM,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,294000
63,IN6301,2001-02-22,12,TABLET,IDR,CUST55393,Company,APOTEK SAHABAT,CAB07,Padang,EPM,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,468000
64,IN6301,2001-02-22,24,TABLET,IDR,CUST55393,Company,APOTEK SAHABAT,CAB07,Padang,EPM,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,235200
65,IN6301,2001-02-22,10,BOTOL,IDR,CUST55393,Company,APOTEK SAHABAT,CAB07,Padang,EPM,Apotek,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,310000
66,IN6024,2027-01-22,4,DUS,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,384000
67,IN6024,2027-01-22,12,TABLET,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,294000
68,IN6024,2027-01-22,12,TABLET,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,564000
69,IN6024,2027-01-22,12,TABLET,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,468000
70,IN6024,2027-01-22,8,BOTOL,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,517600
71,IN6024,2027-01-22,12,TABLET,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,117600
72,IN6024,2027-01-22,16,BOTOL,IDR,CUST55394,Company,KLINIK DR. ANDRI,CAB08,Lampung,TD,Klinik,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,336000
73,IN6184,2028-01-22,1,DUS,IDR,CUST55395,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,112000
74,IN6184,2028-01-22,12,BOTOL,IDR,CUST55395,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,204000
75,IN6184,2028-01-22,25,TABLET,IDR,CUST55395,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,612500
76,IN6184,2028-01-22,25,TABLET,IDR,CUST55395,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,975000
77,IN6307,2023-01-22,4,DUS,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,384000
78,IN6307,2023-01-22,4,DUS,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,448000
79,IN6307,2023-01-22,24,BOTOL,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,408000
80,IN6307,2023-01-22,12,TABLET,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,294000
81,IN6307,2023-01-22,14,TABLET,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,658000
82,IN6307,2023-01-22,15,TABLET,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,585000
83,IN6307,2023-01-22,22,BOTOL,IDR,CUST55396,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,1423400
84,IN6308,2023-01-22,8,DUS,IDR,CUST55397,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,768000
85,IN6308,2023-01-22,10,TABLET,IDR,CUST55397,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,390000
86,IN6245,2030-01-22,34,TABLET,IDR,CUST55397,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,333200
87,IN6195,2031-01-22,10,TABLET,IDR,CUST55398,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,245000
88,IN6195,2031-01-22,10,BOTOL,IDR,CUST55398,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,647000
89,IN6195,2031-01-22,67,BOTOL,IDR,CUST55398,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,2077000
90,IN6023,2001-02-22,10,TABLET,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,245000
91,IN6023,2001-02-22,10,TABLET,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,470000
92,IN6023,2001-02-22,10,TABLET,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,390000
93,IN6023,2001-02-22,10,BOTOL,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,647000
94,IN6023,2001-02-22,10,TABLET,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,98000
95,IN6023,2001-02-22,67,BOTOL,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,2077000
96,IN6023,2001-02-22,15,BOTOL,IDR,CUST55399,Company,KLINIK SAHABAT,CAB05,Tangerang,TD,Klinik,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,315000
97,IN6113,2001-02-22,2,DUS,IDR,CUST55382,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,192000
98,IN6113,2001-02-22,2,DUS,IDR,CUST55382,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,224000
99,IN6113,2001-02-22,12,TABLET,IDR,CUST55382,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,294000
100,IN6113,2001-02-22,12,TABLET,IDR,CUST55382,Company,KLINIK GM,CAB03,Jakarta,TA,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,564000
101,IN6259,2001-02-22,25,DUS,IDR,CUST55405,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,2800000
102,IN6259,2001-02-22,14,BOTOL,IDR,CUST55405,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,238000
103,IN6259,2001-02-22,18,TABLET,IDR,CUST55405,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,441000
104,IN6259,2001-02-22,18,TABLET,IDR,CUST55405,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,846000
105,IN6259,2001-02-22,19,TABLET,IDR,CUST55405,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,741000
106,IN6063,2001-02-22,12,DUS,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,1152000
107,IN6063,2001-02-22,25,DUS,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,2800000
108,IN6063,2001-02-22,14,BOTOL,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,238000
109,IN6063,2001-02-22,21,TABLET,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,514500
110,IN6063,2001-02-22,24,TABLET,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,1128000
111,IN6063,2001-02-22,10,TABLET,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,TABLET,39000,Produk jadi,205,OGB & PH,390000
112,IN6063,2001-02-22,23,BOTOL,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0007,ERGOTAMINE COFFEINE,BOTOL,64700,Produk jadi,206,ETIKAL,1488100
113,IN6063,2001-02-22,12,TABLET,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,TABLET,9800,Produk jadi,204,MARCKS,117600
114,IN6063,2001-02-22,10,BOTOL,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,310000
115,IN6063,2001-02-22,67,BOTOL,IDR,CUST55417,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,1407000
116,IN6064,2002-02-22,24,TABLET,IDR,CUST55380,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,TABLET,24500,Produk jadi,201,VNS,588000
117,IN6064,2002-02-22,24,TABLET,IDR,CUST55380,Company,APOTEK TAPAK,CAB01,Aceh,EPM,Apotek,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,TABLET,47000,Produk jadi,203,SLCYL,1128000
118,IN6131,2028-01-22,10,BOTOL,IDR,CUST55418,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0009,AMBROXOL HC,BOTOL,31000,Produk jadi,207,VNS,310000
119,IN6131,2028-01-22,27,BOTOL,IDR,CUST55418,Company,APOTEK MAJA,CAB02,Kuningan,TA,Apotek,BRG0010,PARACETAMOL,BOTOL,21000,Produk jadi,208,SLCYL,567000
120,IN6028,2030-01-22,98,DUS,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0001,ACYCLOVIR DUS,DUS,96000,Produk jadi,206,OGB & PH,9408000
121,IN6028,2030-01-22,5,DUS,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0002,ALERGINE TABLET SALUT,DUS,112000,Produk jadi,203,ETIKAL,560000
122,IN6028,2030-01-22,4,BOTOL,IDR,CUST55420,Company,APOTEK MERDEKA,CAB04,Bandung,TA,Apotek,BRG0003,AMPICILLIN,BOTOL,17000,Produk jadi,210,MARCKS,68000
